Year,Country1,Country2,Whole_count,Fractional_count
1981,DEU,ITA,1,0.1
1981,DEU,USA,1,0.1
1981,DEU,POL,1,0.1
1981,ITA,USA,1,0.1
1981,ITA,POL,1,0.1
1981,USA,POL,1,0.1
1981,CAN,USA,1,1
1981,GBR,CAN,1,1
1981,EGY,GBR,1,1
1981,USA,CHN,1,1
1981,DEU,CHE,1,1
1981,USA,GBR,1,0.166666667
1981,USA,GBR,1,0.166666667
1981,USA,GBR,1,0.166666667
1981,GBR,GBR,1,0.166666667
1981,GBR,GBR,1,0.166666667
1981,GBR,GBR,1,0.166666667
1981,CHE,DEU,1,1
1981,USA,CAN,1,1
1981,USA,USA,1,0.066666667
1981,USA,JPN,1,0.066666667
1981,USA,JPN,1,0.066666667
1981,JPN,USA,1,0.166666667
1981,JPN,JPN,1,0.166666667
1981,JPN,JPN,1,0.166666667
1981,USA,JPN,1,0.166666667
1981,USA,JPN,1,0.166666667
1981,JPN,JPN,1,0.166666667
1981,IND,HUN,1,1
1981,USA,GEO,1,0.333333333
1981,USA,USA,1,0.333333333
1981,GEO,USA,1,0.333333333
1981,IND,IND,1,0.333333333
1981,IND,CAN,1,0.333333333
1981,IND,CAN,1,0.333333333
1981,GBR,CZE,1,1
1981,USA,IND,1,1
1981,USA,USA,1,0.333333333
1981,USA,CAN,1,0.333333333
1981,USA,CAN,1,0.333333333
1981,IND,USA,1,1
1981,FRA,USA,1,1
1981,CAN,USA,1,1
1982,USA,TWN,1,0.047619048
1982,CAN,GBR,1,1
1982,GBR,USA,1,0.022222222
1982,POL,GBR,1,1
1982,GBR,HUN,1,0.333333333
1982,GBR,HUN,1,0.333333333
1982,HUN,HUN,1,0.333333333
1982,CAN,USA,1,1
1982,USA,JEY,1,0.333333333
1982,USA,USA,1,0.333333333
1982,JEY,USA,1,0.333333333
1982,USA,IND,1,0.333333333
1982,USA,USA,1,0.333333333
1982,IND,USA,1,0.333333333
1982,USA,JEY,1,0.333333333
1982,USA,USA,1,0.333333333
1982,JEY,USA,1,0.333333333
1982,USA,CAN,1,0.1
1982,USA,USA,1,0.1
